time_s,ecg_mv
6.044,0.0664
6.048,0.0985
6.052,0.0719
6.056,0.0848
6.060,0.1169
6.064,0.0910
6.068,0.1127
6.072,0.1147
6.076,0.1251
6.080,0.1146
6.084,0.0923
6.088,0.1061
6.092,0.0941
6.096,0.0598
6.100,0.0523
6.104,0.0425
6.108,0.0240
6.112,0.0406
6.116,0.0153
6.120,0.0085
6.124,-0.0066
6.128,-0.0036
6.132,0.0153
6.136,0.0036
6.140,-0.0268
6.144,-0.0208
6.148,-0.0025
6.152,-0.0169
6.156,-0.0183
6.160,-0.0225
6.164,-0.0285
6.168,-0.0118
6.172,-0.0179
6.176,0.0000
6.180,-0.0148
6.184,-0.0262
6.188,-0.0076
6.192,-0.0029
6.196,-0.0352
6.200,-0.0612
6.204,-0.0704
6.208,-0.1123
6.212,-0.1073
6.216,-0.1603
6.220,-0.1357
6.224,-0.0634
6.228,0.0249
6.232,0.1519
6.236,0.3408
6.240,0.5779
6.244,0.8148
6.248,1.0322
6.252,1.1156
6.256,1.0778
6.260,0.9581
6.264,0.7227
6.268,0.4365
6.272,0.1926
6.276,-0.0214
6.280,-0.1737
6.284,-0.2270
6.288,-0.2469
6.292,-0.2081
6.296,-0.1621
6.300,-0.0987
6.304,-0.0641
6.308,-0.0595
6.312,-0.0427
6.316,-0.0263
6.320,-0.0186
6.324,-0.0225
6.328,-0.0495
6.332,-0.0072
6.336,-0.0009
6.340,-0.0025
6.344,-0.0141
6.348,-0.0114
6.352,-0.0257
6.356,-0.0137
6.360,-0.0270
6.364,-0.0090
6.368,-0.0240
6.372,0.0046
6.376,-0.0015
6.380,0.0181
6.384,0.0182
6.388,0.0186
6.392,0.0434
6.396,0.0295
6.400,0.0518
6.404,0.0611
6.408,0.0901
6.412,0.0948
6.416,0.1144
6.420,0.1336
6.424,0.1158
6.428,0.1498
6.432,0.1793
6.436,0.2068
6.440,0.2177
6.444,0.2418
6.448,0.2376
6.452,0.2542
6.456,0.2579
6.460,0.2677
6.464,0.2697
6.468,0.2776
6.472,0.2838
6.476,0.2777
6.480,0.2827
6.484,0.2551
6.488,0.2742
6.492,0.2612
6.496,0.2525
6.500,0.2280
6.504,0.2125
6.508,0.2144
6.512,0.1839
6.516,0.1923
6.520,0.1342
6.524,0.1307
6.528,0.1032
6.532,0.0908
6.536,0.0751
6.540,0.0640
6.544,0.0654
6.548,0.0296
6.552,0.0390
6.556,0.0039
6.560,0.0070
6.564,0.0194
6.568,0.0019
6.572,-0.0067
6.576,-0.0079
6.580,-0.0132
6.584,-0.0165
6.588,-0.0105
6.592,-0.0426
6.596,-0.0333
6.600,-0.0267
6.604,-0.0269
6.608,-0.0305
6.612,-0.0225
6.616,-0.0451
6.620,-0.0560
6.624,-0.0251
6.628,-0.0408
6.632,-0.0478
6.636,-0.0411
6.640,-0.0471
6.644,-0.0301
6.648,-0.0317
6.652,-0.0389
6.656,-0.0363
6.660,-0.0426
6.664,-0.0308
6.668,-0.0717
6.672,-0.0575
6.676,-0.0441
6.680,-0.0488
6.684,-0.0554
6.688,-0.0367
6.692,-0.0560
6.696,-0.0418
6.700,-0.0431
6.704,-0.0440
6.708,-0.0548
6.712,-0.0473
6.716,-0.0304
6.720,-0.0387
6.724,-0.0338
6.728,-0.0465
6.732,-0.0661
6.736,-0.0514
6.740,-0.0477
6.744,-0.0304
6.748,-0.0325
6.752,-0.0412
6.756,-0.0567
6.760,-0.0449
6.764,-0.0497
6.768,-0.0496
6.772,-0.0616
6.776,-0.0414
6.780,-0.0474
6.784,-0.0375
6.788,-0.0648
6.792,-0.0608
6.796,-0.0036
6.800,-0.0580
6.804,-0.0440
6.808,-0.0422
6.812,-0.0591
6.816,-0.0263
6.820,-0.0473
6.824,-0.0439
6.828,-0.0227
6.832,-0.0522
6.836,-0.0460
6.840,-0.0408
6.844,-0.0486
6.848,-0.0231
6.852,-0.0135
6.856,-0.0085
6.860,0.0069
6.864,0.0202
6.868,0.0253
6.872,0.0298
6.876,0.0584
6.880,0.0453
6.884,0.0785
6.888,0.0651
6.892,0.0795
6.896,0.0922
6.900,0.0399
6.904,0.0589
6.908,0.0481
6.912,0.0633
6.916,0.0268
6.920,0.0528
6.924,-0.0098
6.928,0.0019
6.932,-0.0167
6.936,-0.0146
6.940,-0.0346
6.944,-0.0391
6.948,-0.0602
6.952,-0.0405
6.956,-0.0624
6.960,-0.0620
6.964,-0.0465
6.968,-0.0499
6.972,-0.0367
6.976,-0.0657
6.980,-0.0446
6.984,-0.0459
6.988,-0.0535
6.992,-0.0596
6.996,-0.0509
7.000,-0.0394
7.004,-0.0548
7.008,-0.0410
7.012,-0.0570
7.016,-0.0394
7.020,-0.0730
7.024,-0.0979
7.028,-0.1457
7.032,-0.1747
7.036,-0.1717
7.040,-0.1706
7.044,-0.1181
7.048,-0.0390
7.052,0.1059
7.056,0.2875
7.060,0.5256
7.064,0.7587
7.068,0.9879
7.072,1.0732
7.076,1.0864
7.080,0.9254
7.084,0.7041
7.088,0.4301
7.092,0.1960
7.096,-0.0257
7.100,-0.1741
7.104,-0.2468
7.108,-0.2752
7.112,-0.2157
7.116,-0.1666
7.120,-0.1344
7.124,-0.0957
7.128,-0.0635
7.132,-0.0601
7.136,-0.0541
7.140,-0.0549
7.144,-0.0520
7.148,-0.0528
7.152,-0.0376
7.156,-0.0495
7.160,-0.0497
7.164,-0.0509
7.168,-0.0599
7.172,-0.0213
7.176,-0.0317
7.180,-0.0246
7.184,-0.0381
7.188,-0.0103
7.192,-0.0214
7.196,-0.0002
7.200,-0.0115
7.204,-0.0045
7.208,-0.0020
7.212,0.0147
7.216,0.0270
7.220,0.0539
7.224,0.0673
7.228,0.0637
7.232,0.0921
7.236,0.0606
7.240,0.1040
7.244,0.1296
7.248,0.1545
7.252,0.1663
7.256,0.1777
7.260,0.1895
7.264,0.2012
7.268,0.2483
7.272,0.2522
7.276,0.2659
7.280,0.2599
7.284,0.2608
7.288,0.2789
7.292,0.2746
7.296,0.2734
7.300,0.2722
7.304,0.2601
7.308,0.2500
7.312,0.2481
7.316,0.2231
7.320,0.2339
7.324,0.2223
7.328,0.1875
7.332,0.1584
7.336,0.1682
7.340,0.1492
7.344,0.1296
7.348,0.0967
7.352,0.0735
7.356,0.1017
7.360,0.0640
7.364,0.0592
7.368,0.0398
7.372,0.0343
7.376,0.0038
7.380,0.0046
7.384,-0.0143
7.388,-0.0181
7.392,-0.0196
7.396,-0.0379
7.400,-0.0261
7.404,-0.0327
7.408,-0.0414
7.412,-0.0313
7.416,-0.0318
7.420,-0.0432
7.424,-0.0103
7.428,-0.0267
7.432,-0.0226
7.436,-0.0405
7.440,-0.0262
7.444,-0.0279
7.448,-0.0494
7.452,-0.0454
7.456,-0.0022
7.460,-0.0421
7.464,-0.0312
7.468,-0.0395
7.472,-0.0268
7.476,-0.0485
7.480,-0.0485
7.484,-0.0226
7.488,-0.0336
7.492,-0.0655
7.496,-0.0353
7.500,-0.0375
7.504,-0.0266
7.508,-0.0311
7.512,-0.0306
7.516,-0.0334
7.520,-0.0307
7.524,-0.0478
7.528,-0.0435
7.532,-0.0438
7.536,-0.0494
7.540,-0.0236
7.544,-0.0199
7.548,-0.0252
7.552,-0.0396
7.556,-0.0386
7.560,-0.0371
7.564,-0.0183
7.568,-0.0251
7.572,-0.0103
7.576,-0.0425
7.580,-0.0334
7.584,-0.0455
7.588,-0.0472
7.592,-0.0318
7.596,-0.0337
7.600,-0.0355
7.604,-0.0476
7.608,-0.0265
7.612,-0.0320
7.616,-0.0174
7.620,-0.0215
7.624,-0.0436
7.628,-0.0228
7.632,-0.0345
7.636,-0.0086
7.640,-0.0271
7.644,-0.0324
7.648,-0.0309
7.652,-0.0436
7.656,-0.0098
7.660,0.0011
7.664,-0.0442
7.668,-0.0251
7.672,-0.0217
7.676,-0.0251
7.680,-0.0002
7.684,0.0043
7.688,-0.0083
7.692,0.0261
7.696,0.0095
7.700,0.0155
7.704,0.0322
7.708,0.0313
7.712,0.0696
7.716,0.0713
7.720,0.0707
7.724,0.0825
7.728,0.0815
7.732,0.1007
7.736,0.0843
7.740,0.0991
7.744,0.0891
7.748,0.0957
7.752,0.0928
7.756,0.0795
7.760,0.0575
7.764,0.0392
7.768,0.0331
7.772,0.0263
7.776,0.0233
7.780,0.0028
7.784,-0.0084
7.788,0.0002
7.792,0.0106
7.796,0.0138
7.800,-0.0011
7.804,-0.0239
7.808,0.0041
7.812,-0.0234
7.816,-0.0227
7.820,-0.0084
7.824,-0.0299
7.828,-0.0036
7.832,-0.0136
7.836,-0.0079
7.840,-0.0223
7.844,-0.0021
7.848,-0.0062
7.852,-0.0176
7.856,-0.0052
7.860,-0.0564
7.864,-0.0360
7.868,-0.0669
7.872,-0.1067
7.876,-0.1235
7.880,-0.1306
7.884,-0.1251
7.888,-0.0569
7.892,0.0504
7.896,0.2108
7.900,0.4233
7.904,0.6385
7.908,0.8937
7.912,1.0431
7.916,1.1400
7.920,1.0641
7.924,0.9150
7.928,0.6750
7.932,0.4196
7.936,0.1493
7.940,-0.0510
7.944,-0.1505
7.948,-0.2141
7.952,-0.2093
7.956,-0.1605
7.960,-0.1072
7.964,-0.0944
7.968,-0.0391
7.972,-0.0193
7.976,-0.0212
7.980,-0.0228
7.984,-0.0018
7.988,-0.0053
7.992,-0.0075
7.996,0.0005
8.000,-0.0010
8.004,0.0047
8.008,0.0249
8.012,0.0075
8.016,0.0326
8.020,0.0277
8.024,0.0275
8.028,0.0109
8.032,0.0205
8.036,0.0181
8.040,0.0401
8.044,0.0412
8.048,0.0551
8.052,0.0624
8.056,0.0708
8.060,0.0756
8.064,0.0805
8.068,0.1002
8.072,0.1285
8.076,0.1332
8.080,0.1507
8.084,0.1786
8.088,0.1914
8.092,0.1854
8.096,0.2196
8.100,0.2273
8.104,0.2537
8.108,0.2746
8.112,0.2905
8.116,0.3172
8.120,0.3023
8.124,0.3139
8.128,0.3311
8.132,0.3402
8.136,0.3182
8.140,0.3382
8.144,0.3349
8.148,0.3196
8.152,0.3102
8.156,0.3125
8.160,0.2971
8.164,0.2834
8.168,0.2551
8.172,0.2275
8.176,0.2306
8.180,0.2117
8.184,0.2035
8.188,0.1720
8.192,0.1724
8.196,0.1539
8.200,0.1251
8.204,0.1313
8.208,0.1028
8.212,0.0866
8.216,0.0871
8.220,0.0742
8.224,0.0549
8.228,0.0656
8.232,0.0515
8.236,0.0369
8.240,0.0202
8.244,0.0424
8.248,0.0351
8.252,0.0326
8.256,0.0456
8.260,-0.0026
8.264,0.0412
8.268,0.0413
8.272,0.0124
8.276,0.0358
8.280,0.0135
8.284,0.0106
8.288,0.0218
8.292,0.0449
8.296,0.0274
8.300,0.0237
8.304,0.0339
8.308,0.0160
8.312,0.0417
8.316,0.0428
8.320,0.0293
8.324,0.0150
8.328,0.0375
8.332,0.0285
8.336,0.0329
8.340,0.0391
8.344,0.0310
8.348,0.0152
8.352,0.0441
8.356,0.0299
8.360,0.0307
8.364,0.0344
8.368,0.0311
8.372,0.0366
8.376,0.0302
8.380,0.0260
8.384,0.0218
8.388,0.0225
8.392,0.0254
8.396,0.0410
8.400,0.0253
8.404,0.0283
8.408,0.0287
8.412,0.0366
8.416,0.0382
8.420,0.0543
8.424,0.0142
8.428,0.0284
8.432,0.0383
8.436,0.0114
8.440,0.0528
8.444,0.0307
8.448,0.0228
8.452,0.0442
8.456,0.0065
8.460,0.0356
8.464,0.0214
8.468,0.0334
8.472,0.0383
8.476,0.0435
8.480,0.0392
8.484,0.0595
8.488,0.0354
8.492,0.0308
8.496,0.0499
8.500,0.0346
8.504,0.0407
8.508,-0.0112
8.512,0.0418
8.516,0.0359
8.520,0.0322
8.524,0.0304
8.528,0.0503
8.532,0.0166
8.536,0.0811
8.540,0.0601
8.544,0.0546
8.548,0.0780
8.552,0.0648
8.556,0.0584
8.560,0.0904
8.564,0.0687
8.568,0.1067
8.572,0.1256
8.576,0.1294
8.580,0.1167
8.584,0.1465
8.588,0.1505
8.592,0.1486
8.596,0.1324
8.600,0.1455
8.604,0.1503
8.608,0.1637
8.612,0.1749
8.616,0.1420
8.620,0.1112
8.624,0.1042
8.628,0.1110
8.632,0.0949
8.636,0.0828
8.640,0.0729
8.644,0.0777
8.648,0.0847
8.652,0.0537
8.656,0.0524
8.660,0.0542
8.664,0.0410
8.668,0.0192
8.672,0.0508
8.676,0.0357
8.680,0.0601
8.684,0.0464
8.688,0.0622
8.692,0.0341
8.696,0.0580
8.700,0.0250
8.704,0.0559
8.708,0.0416
8.712,0.0548
8.716,0.0363
8.720,0.0416
8.724,0.0250
8.728,-0.0004
8.732,-0.0310
8.736,-0.0461
8.740,-0.0881
8.744,-0.0502
8.748,-0.0177
8.752,0.0996
8.756,0.2601
8.760,0.4175
8.764,0.6330
8.768,0.8980
8.772,1.0807
8.776,1.1796
8.780,1.1514
8.784,0.9953
8.788,0.7798
8.792,0.5051
8.796,0.2521
8.800,0.0645
8.804,-0.1052
8.808,-0.1885
8.812,-0.1382
8.816,-0.1248
8.820,-0.0781
8.824,-0.0511
8.828,-0.0098
8.832,0.0371
8.836,0.0390
8.840,0.0203
8.844,0.0373
8.848,0.0622
8.852,0.0657
8.856,0.0536
8.860,0.0859
8.864,0.0652
8.868,0.0758
8.872,0.0716
8.876,0.0675
8.880,0.0438
8.884,0.0435
8.888,0.0571
8.892,0.0732
8.896,0.0748
8.900,0.0849
8.904,0.0866
8.908,0.1000
8.912,0.1146
8.916,0.1124
8.920,0.1195
8.924,0.1033
8.928,0.1581
8.932,0.1523
8.936,0.1656
8.940,0.2027
8.944,0.2197
8.948,0.2338
8.952,0.2543
8.956,0.2470
8.960,0.2744
8.964,0.2869
8.968,0.3298
8.972,0.3337
8.976,0.3333
8.980,0.3574
8.984,0.3609
8.988,0.3619
8.992,0.3734
8.996,0.3801
9.000,0.3677
9.004,0.3514
9.008,0.3652
9.012,0.3501
9.016,0.3296
9.020,0.3223
9.024,0.3151
9.028,0.3036
9.032,0.2941
9.036,0.2682
9.040,0.2591
9.044,0.2319
9.048,0.2258
9.052,0.2073
9.056,0.1931
9.060,0.1880
9.064,0.1528
9.068,0.1236
9.072,0.1293
9.076,0.1285
9.080,0.1089
9.084,0.1033
9.088,0.0707
9.092,0.0743
9.096,0.0847
9.100,0.0823
9.104,0.0595
9.108,0.0692
9.112,0.0531
9.116,0.0452
9.120,0.0577
9.124,0.0577
9.128,0.0584
9.132,0.0613
9.136,0.0717
9.140,0.0623
9.144,0.0460
9.148,0.0611
9.152,0.0318
9.156,0.0503
9.160,0.0615
9.164,0.0568
9.168,0.0584
9.172,0.0713
9.176,0.0393
9.180,0.0576
9.184,0.0469
9.188,0.0613
9.192,0.0492
9.196,0.0571
9.200,0.0661
9.204,0.0550
9.208,0.0448
9.212,0.0428
9.216,0.0388
9.220,0.0595
9.224,0.0627
9.228,0.0439
9.232,0.0250
9.236,0.0390
9.240,0.0517
9.244,0.0350
9.248,0.0228
9.252,0.0408
9.256,0.0215
9.260,0.0498
9.264,0.0409
9.268,0.0464
9.272,0.0611
9.276,0.0345
9.280,0.0195
9.284,0.0448
9.288,0.0506
9.292,0.0277
9.296,0.0403
9.300,0.0404
9.304,0.0447
9.308,0.0369
9.312,0.0761
9.316,0.0408
9.320,0.0461
9.324,0.0379
9.328,0.0118
9.332,0.0600
9.336,0.0054
9.340,0.0595
9.344,0.0274
9.348,0.0270
9.352,0.0423
9.356,0.0704
9.360,0.0486
9.364,0.0437
9.368,0.0386
9.372,0.0582
9.376,0.0495
9.380,0.0672
9.384,0.0410
9.388,0.0781
9.392,0.0842
9.396,0.0739
9.400,0.0886
9.404,0.1106
9.408,0.1179
9.412,0.1380
9.416,0.1268
9.420,0.1410
9.424,0.1821
9.428,0.1489
9.432,0.1531
9.436,0.1523
9.440,0.1445
9.444,0.1536
9.448,0.1218
9.452,0.1274
9.456,0.0951
9.460,0.1030
9.464,0.0803
9.468,0.0710
9.472,0.0636
9.476,0.0641
9.480,0.0374
9.484,0.0355
9.488,0.0680
9.492,0.0470
9.496,0.0346
9.500,0.0452
9.504,0.0358
9.508,0.0087
9.512,0.0371
9.516,0.0333
9.520,0.0386
9.524,0.0248
9.528,0.0312
9.532,0.0472
9.536,0.0314
9.540,0.0275
9.544,0.0358
9.548,0.0234
9.552,0.0333
9.556,0.0035
9.560,-0.0144
9.564,-0.0588
9.568,-0.0958
9.572,-0.0874
9.576,-0.0789
9.580,-0.0210
9.584,0.0785
9.588,0.1988
9.592,0.4127
9.596,0.6187
9.600,0.8857
9.604,1.0588
9.608,1.1736
9.612,1.1453
9.616,0.9757
9.620,0.7422
9.624,0.4857
9.628,0.1976
9.632,0.0236
9.636,-0.1155
9.640,-0.1682
9.644,-0.2035
9.648,-0.1493
9.652,-0.0860
9.656,-0.0354
9.660,-0.0254
9.664,0.0024
9.668,0.0394
9.672,0.0054
9.676,0.0238
9.680,0.0273
9.684,0.0276
9.688,0.0146
9.692,0.0379
9.696,0.0376
9.700,0.0497
9.704,0.0196
9.708,0.0249
9.712,0.0458
9.716,0.0569
9.720,0.0380
9.724,0.0235
9.728,0.0436
9.732,0.0630
9.736,0.0657
9.740,0.0780
9.744,0.0959
9.748,0.0769
9.752,0.0815
9.756,0.0894
9.760,0.1149
9.764,0.1423
9.768,0.1654
9.772,0.1627
9.776,0.1764
9.780,0.1912
9.784,0.2245
9.788,0.2175
9.792,0.2421
9.796,0.2585
9.800,0.2743
9.804,0.3103
9.808,0.2905
9.812,0.3414
9.816,0.3129
9.820,0.3174
9.824,0.3236
9.828,0.3410
9.832,0.3323
9.836,0.3426
9.840,0.3135
9.844,0.2953
9.848,0.3007
9.852,0.2964
9.856,0.2617
9.860,0.2629
9.864,0.2544
9.868,0.2214
9.872,0.2038
9.876,0.1830
9.880,0.1770
9.884,0.1671
9.888,0.1781
9.892,0.1434
9.896,0.0994
9.900,0.0823
9.904,0.0867
9.908,0.0952
9.912,0.0737
9.916,0.0501
9.920,0.0601
9.924,0.0573
9.928,0.0520
9.932,0.0161
9.936,0.0294
9.940,0.0048
9.944,0.0071
9.948,-0.0014
9.952,0.0084
9.956,-0.0077
9.960,0.0171
9.964,0.0063
9.968,-0.0051
9.972,0.0101
9.976,0.0218
9.980,0.0069
9.984,-0.0049
9.988,-0.0018
9.992,-0.0002
9.996,-0.0078
